,Nome Unidade Orçamentária,Valor Empenhado (R$),Valor Liquidado (R$),Valor Pago (R$)
73802,SUPERINTENDENCIA DE SEGUROS PRIVADOS,"0,0000","15625,1000","16977,8100"
73803,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"95,0000","95,0000","95,0000"
73805,FUNDACAO ALEXANDRE DE GUSMAO,"-288012,4200","40705,8300","40705,8300"
73807,FUNDO AERONAUTICO,"0,0000","997,9900","1170,8900"
73808,FUNDO DO SERVICO MILITAR,"0,0000","44365,1200","34905,3500"
73809,FUNDO AERONAUTICO,"0,0000","361,1500","361,1500"
73810,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES","-98,3000","664,1800","664,1800"
73811,FUNDO NAVAL,"8879,7100","3834,4800","3834,4800"
73812,AGENCIA NACIONAL DO PETROLEO - ANP,"-240,6000","1759,4000","1759,4000"
73814,"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO","-1800,0000","194,1600","194,1600"
73815,PROCURADORIA GERAL DA FAZENDA NACIONAL,"0,0000","8550,0000","8550,0000"
73816,FUNDO DO EXERCITO,"0,0000","0,0000","194,4600"
73817,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"26717062,4600","26717062,4600","26717062,4600"
73819,UNIV.FED.DO SUL E SUDESTE DO PARA - UNIFESSPA,"0,0000","0,0000","15721,5500"
73820,FUNDO NAVAL,"0,0000","462,2600","462,2600"
73823,DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS,"0,0000","2861,2200","3233,1800"
73827,UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,"-1020,0600","-881,4600","-881,4600"
73829,FUNDO DO EXERCITO,"0,0000","575,9800","575,9800"
73830,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"11000,0000","35910,4900","54858,3800"
73832,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"-2945,1300","-2945,1300","-2945,1300"
73833,MINISTERIO DAS RELACOES EXTERIORES,"221115,6500","448046,3000","448046,3000"
73835,COMPANHIA NACIONAL DE ABASTECIMENTO,"0,0000","0,0000","121,0000"
73836,COMANDO DO EXERCITO,"-15000,0000","24558,4300","21934,4300"
73837,INSTITUTO NACIONAL DO SEGURO SOCIAL,"11627,3300","11627,3300","23954,6600"
73838,COMANDO DO EXERCITO,"0,0000","14107,3900","14107,3900"
73840,COMANDO DO EXERCITO,"270094,8000","270094,8000","601335,7900"
73841,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES","1046,0000","1046,0000","1046,0000"
73844,DEPARTAMENTO DE POLICIA FEDERAL,"-83417,7800","68317,6100","73867,6000"
73845,COMANDO DO EXERCITO,"4301,2200","19250,1800","19250,1800"
73846,COMANDO DO EXERCITO,"0,0000","35763,7800","36152,7800"
73847,DEPARTAMENTO DE POLICIA FEDERAL,"-25117,7300","105785,0700","66422,6700"
73848,INST.BRAS.DO MEIO AMB.E REC.NAT.RENOVAVEIS,"-29882,0000","118,0000","118,0000"
73849,COMANDO DO EXERCITO,"0,0000","0,0000","8000,0000"
73850,FUNDO NAVAL,"14653,8000","68090,0000","89931,7200"
73851,FUNDO DO EXERCITO,"1750,0000","1750,0000","1750,0000"
73852,INST. DO PATRIM. HIST. E ARTÍSTICO NACIONAL,"0,0000","1081,6700","1571,3500"
73853,"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO","7785,3100","3450,2800","10324,2400"
73854,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"2370,0000","27581,0500","473153,0000"
73856,"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI","36211,2600","36211,2600","26906,9300"
73857,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"0,0000","1000,0000","2000,0000"
73858,COMANDO DO EXERCITO,"-1793,9400","0,0000","6909,3200"
73861,FUNDO NAVAL,"-226,0300","105025,0000","63181,0000"
73862,DEPARTAMENTO DE POLICIA FEDERAL,"377823,2000","910705,0700","725079,0200"
73863,UNIVERSIDADE FEDERAL DE GOIAS,"113,2200","2495,0500","6840,9500"
73864,INSTITUTO NACIONAL DO SEGURO SOCIAL,"44,9200","44,9200","44,9200"
73865,DEPARTAMENTO DE POLICIA FEDERAL,"803,8900","44123,3700","66793,2300"
73866,FUNDO NACIONAL DE SAUDE,"0,0000","19190,5200","19190,5200"
73867,COMANDO DO EXERCITO,"0,0000","67366,5400","67366,5400"
73869,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"-1759,1100","480,0500","480,0500"
73870,FUNDO NACIONAL DE SAUDE,"0,0000","44750000,0000","44750000,0000"
73871,MINISTERIO DO DESENVOLVIMENTO REGIONAL,"5994327,3600","35185651,3200","36814479,3200"
73872,"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI","-21981,5000","22400,0000","22400,0000"
73873,COMPANHIA DE DESENV. DO VALE DO SAO FRANCISCO,"0,0000","619720,0000","7588438,5000"
73874,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"38495,2900","13690,0200","13690,0200"
73875,COMANDO DA AERONAUTICA,"0,0000","0,0000","9136,5900"
73876,FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI,"106320,4700","111298,3300","215082,3000"
73878,COMANDO DO EXERCITO,"0,0000","0,0000","1894,9000"
73879,FUNDACAO NACIONAL DO INDIO,"-6215,0200","1488,2600","1012,2400"
73880,MINISTERIO DA ECONOMIA,"0,0000","2286,7100","2286,7100"
73881,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,"0,0000","4999,0000","4999,0000"
73882,FUNDO DO EXERCITO,"0,0000","3549,9600","6162,3000"
73883,UNIVERSIDADE FEDERAL DO PARANA,"5650,0000","7500,0000","3750,0000"
73884,MINISTERIO DAS RELACOES EXTERIORES,"0,0000","44919,4200","44919,4200"
73885,MINISTERIO DOS DIREITOS HUMANOS - MDH,"-117,3300","0,0000","21975,1000"
73887,UNIVERSIDADE FEDERAL DE JATAI,"662,5000","662,5000","662,5000"
73888,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"1079732,4800","40513,5200","62460,2500"
73889,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,"696,8000","2421,6000","2421,6000"
73891,"INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS","-1400,0000","-700,0000","-700,0000"
73892,UNIVERSIDADE FEDERAL DE MINAS GERAIS,"0,0000","2289,7000","2289,7000"
73893,COMANDO DO EXERCITO,"269077,2900","273122,1500","421688,2000"
73894,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,"18400,0000","4000,0000","4000,0000"
73896,COMANDO DO EXERCITO,"0,0000","37472,0000","32199,4600"
73899,SUPERINT. DO DESENVOLV. DO NORDESTE - SUDENE,"0,0000","-7358,6000","-7621,4100"
73901,COMANDO DO EXERCITO,"3084,8300","3084,8300","3084,8300"
73902,UNIV.FED.DO SUL E SUDESTE DO PARA - UNIFESSPA,"1001,0000","400,4000","200,2000"
73907,FUNDO NACIONAL DE SAUDE,"1089,7500","829,7500","829,7500"
73908,COMANDO DO EXERCITO,"0,0000","891,9000","891,9000"
73909,COMANDO DO EXERCITO,"-6,0000","7407,0300","7407,0300"
73910,"INST.FED.DE EDUC.,CIENC.E TEC.GOIANO","17502,8000","1734,6700","2523,3900"
73911,MINISTERIO DA ECONOMIA,"3761,9900","11756,3200","11756,3200"
73912,FUNDO DO EXERCITO,"-115,8000","122,9700","1558,7200"
73913,AMAZONIA AZUL TECNOLOGIAS DE DEFESA S.A.,"203609,0000","361386,9100","483836,3300"
73914,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"70187,7800","116252,1300","116252,1300"
73915,CONSELHO NAC.DE DESENV.CIENTIF.E TECNOLOGICO,"-1754049,0700","1282602,0500","1342024,2900"
73916,FUNDO NACIONAL DE ASSISTENCIA SOCIAL,"313,5000","313,5000","313,5000"
73917,MINISTERIO DA DEFESA,"-2,0000","3500,0000","7851,8000"
73920,COMANDO DO EXERCITO,"78783,2500","-261,7500","-261,7500"
73923,MINISTERIO DA ECONOMIA,"125,8100","156,3900","156,3900"
73926,FUNDACAO NACIONAL DO INDIO,"-1780,3500","4902,7500","4902,7500"
73927,COMPANHIA DE DESENV. DO VALE DO SAO FRANCISCO,"0,0000","82276,9300","155503,4100"
73928,FUNDACAO UNIVERSIDADE FEDERAL DE S.J.DEL-REI,"-233654,9300","239,3000","5829,7700"
73931,FUNDO DO EXERCITO,"4185,0000","4185,0000","4735,0000"
73936,MINISTERIO DA ECONOMIA,"24136,2300","5578,0000","5578,0000"
73937,COMANDO DO EXERCITO,"0,0000","9643,0000","9643,0000"
73938,MINISTERIO DAS RELACOES EXTERIORES,"0,0000","3333,9500","3333,9500"
73939,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,"13290,0000","1512,0000","1512,0000"
73940,FUNDACAO NACIONAL DO INDIO,"9950,0000","32434,6400","32434,6400"
73943,"INST.FED.DE EDUC.,CIENC.E TEC.BAIANO","2692,0300","11782,3400","5266,1700"
73945,COMANDO DO EXERCITO,"15965,3900","204707,9600","202951,7500"
73946,MINISTERIO DA DEFESA,"204,2500","5083,0000","5083,0000"
73947,UNIVERSIDADE FEDERAL DO CEARA,"0,0000","1126,0000","9526,0000"
73948,MINISTERIO DO MEIO AMBIENTE,"349522,1500","1112867,2200","1239935,5800"
73950,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"0,0000","3490,6500","3458,1200"
73952,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"0,0000","520969,0300","520969,0300"
73955,MINISTERIO DA DEFESA,"119,6500","79191,9800","91912,9800"
73956,INSTITUTO FEDERAL DO PARANA - IFPR,"0,0000","2780,0000","2780,0000"
73957,"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS","0,0000","12768,7600","12768,7600"
73959,MINISTERIO DAS RELACOES EXTERIORES,"547,1900","547,1900","547,1900"
73960,COMANDO DA MARINHA,"15792,0000","55360,3500","65160,0500"
73961,MINISTERIO DA DEFESA,"0,0000","45609,0400","57744,4200"
73965,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA","519284,3900","5046115,3600","6101777,9900"
73968,FUNDO NAVAL,"30923811,1700","33577576,7000","30644665,6300"
73970,"INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS","50211,6000","11745,4300","1473,5200"
73971,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"3271,3700","3671,3700","5951,3700"
73972,CONTROLADORIA GERAL DA UNIÃO,"0,0000","509,2500","509,2500"
73973,FUNDO DO EXERCITO,"-41963,8800","271547,2300","274953,7100"
73976,INSTITUTO NACIONAL DO SEGURO SOCIAL,"27,7300","27,7300","27,7300"
73979,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"0,0000","477,0000","737,1000"
73980,DEPARTAMENTO DE POLICIA FEDERAL,"1311,5000","54924,4400","51901,6300"
73981,MINISTERIO DA DEFESA,"0,0000","40107,5600","27900,5600"
73982,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"2649,7800","5965,6700","5965,6700"
73983,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"8192,9400","5308,8900","4096,4700"
73984,MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,"-20587,5500","3442,0800","3442,0800"
73985,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"-18,5000","-18,5000","-18,5000"
73987,AGENCIA NACIONAL DE MINERACAO,"540000,0000","4269889,2500","3454569,3500"
73989,UNIVERSIDADE FEDERAL DE SANTA MARIA,"3496,6400","7439,5700","4143,3200"
73990,"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE","-149247,0900","77860,2800","75444,4500"
73991,FUNDO NACIONAL DE SAUDE,"30809,2800","123487,0300","123487,0300"
73992,FUNDO DE ADM. DO HOSPITAL DAS FORCAS ARMADAS,"0,0000","7829,8300","7829,8300"
73993,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,"-35719,3200","223,8600","223,8600"
73995,CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA,"200848,6600","869797,6000","804618,9900"
73996,COMANDO DO EXERCITO,"-1937,3000","5567,7900","5567,7900"
73997,FUNDO NACIONAL DE SAUDE,"206540,5700","206540,5700","356990,7100"
73998,MINISTERIO DAS RELACOES EXTERIORES,"58606,7800","48554,8200","48554,8200"
73999,FUNDACAO UNIVERSIDADE DE BRASILIA,"287622,1000","101951,6600","192289,6900"
74000,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","30680,9800","53443,6900","171788,8800"
74001,MINISTERIO DA DEFESA,"0,0000","545,0000","545,0000"
74002,FUN.UNIV.FED.DE CIENCIAS DA SAUDE DE P.ALEGRE,"118,0000","118,0000","236,0000"
74003,FUNDO DO EXERCITO,"6908,9900","7434,9900","7434,9900"
74006,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"-309,9700","-174,9700","-174,9700"
74007,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,"7268489,4400","16018044,2800","3103131,8600"
74008,INST. DO PATRIM. HIST. E ARTÍSTICO NACIONAL,"16746,4300","1966,4500","1966,4500"
74010,FUNDO NACIONAL DE SAUDE,"53041,5100","36892,4700","62365,6200"
74014,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"2356,8600","2860,1200","2860,1200"
74015,HOSPITAL UNIVERSITARIO DA UFSM,"0,0000","28226,3700","28178,2200"
74018,COMANDO DO EXERCITO,"89585,7500","9156,1000","9156,1000"
74019,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"-149188,4900","27908,0800","27908,0800"
74020,COMANDO DO EXERCITO,"-1270,0400","1620,1800","2194,3800"
74023,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,"0,0000","21720,2600","21720,2600"
74024,UNIVERSIDADE FEDERAL DO PARA,"-12293,2400","2637,0000","1318,5000"
74025,FUNDACAO OSWALDO CRUZ,"35000,0000","5168091,2300","7392008,3300"
74029,FUNDO AERONAUTICO,"23308,6200","13315,4300","13315,4300"
74030,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"5773,4400","11398,5600","5773,4400"
74031,INST.BRAS.DO MEIO AMB.E REC.NAT.RENOVAVEIS,"-7865,9100","3125,1500","4509,9500"
74032,"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO","0,0000","1460,0000","1460,0000"
74033,"INST.FED.DE EDUC.,CIENC.E TEC.DO TOCANTINS","-69,8000","24,6000","24,6000"
74034,FUNDO DO EXERCITO,"1261,2500","18232,7200","27547,3900"
74035,FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA,"380,0400","760,0800","760,0800"
74036,"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO","0,0000","38911,1000","25097,4800"
74037,COMPANHIA DE DESENV. DO VALE DO SAO FRANCISCO,"4496,3000","221,4600","3922,1000"
74038,"INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL","-16708,2100","14243,9600","44389,8200"
74043,MINISTERIO DA DEFESA,"-100,3000","11850,5500","11850,5500"
74044,FUNDO DO EXERCITO,"2898,5400","2898,5400","2898,5400"
74046,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"-4966,2600","336,0200","336,0200"
74051,"INST.FED.DE EDUC.,CIENC.E TEC.GOIANO","299434,6500","-1210,0000","-681,1800"
74052,"INST.FED.DE EDUC.,CIENC.E TEC.DO RN","-1916,1900","21749,4300","-774,5700"
74058,"INST.FED.DE EDUC.,CIENC.E TEC.DA PARAIBA","5158,0000","5837,0000","13628,0000"
74059,FUNDACAO NACIONAL DE SAUDE,"40,0000","3680,0000","7190,0000"
74061,DEPARTAMENTO DE POLICIA FEDERAL,"-5,1800","5315,1400","9436,9400"
74063,MINISTERIO DA DEFESA,"0,0000","0,0000","6600,0000"
74064,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"27014,4500","27014,4500","-273,5500"
74065,COMANDO DA MARINHA,"7500,6800","27648,6400","298148,4800"
74066,FUNDO DO REGIME GERAL DE PREVIDENCIA SOCIAL,"9203,8600","30882,0100","31247,7600"
74067,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"-425,2800","-384,0400","-384,0400"
74069,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"-402,4400","1973,8300","2917,0900"
74070,MINISTERIO DAS RELACOES EXTERIORES,"8232,5900","51030,8200","51030,8200"
74071,COMANDO DO EXERCITO,"0,0000","8664,0000","8664,0000"
74072,"INST.FED.DE EDUC.,CIENC.E TEC.DO R.DE JANEIRO","9998,1000","8573,1500","2697,3500"
74074,"INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE","-34851,1000","111483,3000","112446,3000"
74075,"INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS","0,0000","0,0000","1050,6000"
74076,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"3316065,5400","128954,7500","128954,7500"
74077,FUNDACAO NACIONAL DO INDIO,"0,0000","0,0000","7199,0000"
74078,FUNDO DO EXERCITO,"32069,9400","12673,0000","34332,6000"
74079,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,"897,9800","1007,9800","897,9800"
74082,MINISTÉRIO DA EDUCAÇÃO,"167200,0000","167200,0000","146300,0000"
74083,MINISTERIO DA DEFESA,"0,0000","5969,7500","6823,5000"
74084,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"-190574,3900","231915,4800","231817,3500"
74085,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,"16322,6300","26547,6300","26547,6300"
74087,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"-1009,1500","-1000,0000","-1000,0000"
74088,COMANDO DO EXERCITO,"0,0000","706,1000","513,3000"
74089,FUNDO DO EXERCITO,"-46,7600","-1307,7700","3472,2100"
74091,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG","0,0000","14088,8100","36202,0100"
74093,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,"0,0000","34480,0900","34480,0900"
74094,COMANDO DO EXERCITO,"-226,8000","856,8000","856,8000"
74095,MINISTERIO DA DEFESA,"0,0000","937,2000","937,2000"
74097,COMPANHIA NACIONAL DE ABASTECIMENTO,"-573192,2900","991841,4500","594149,5800"
74098,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"24786,9700","11366,3200","11366,3200"
74099,COMANDO DA MARINHA,"0,0000","800,0000","800,0000"
74100,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"-11235,3000","14879,8200","14879,8200"
74102,SUPERINT. ZONA FRANCA DE MANAUS - SUFRAMA,"10000,0000","11253,4600","11253,4600"
74103,FUNDO NAVAL,"45548,8200","366122,4200","531589,8000"
74104,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,"581933,0000","245894,5400","245894,5400"
74105,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"0,0000","30220,0600","30220,0600"
74106,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"-266,5300","2954,2700","2702,3700"
74107,MINISTERIO DAS RELACOES EXTERIORES,"212910,8400","212910,8400","212910,8400"
74108,MINISTERIO DAS RELACOES EXTERIORES,"733712,3900","1030737,9300","1030737,9300"
74110,MINISTERIO DA ECONOMIA,"0,0000","2567,9000","2567,9000"
74112,"INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO","0,0000","931,7700","931,7700"
74113,FUNDO NAVAL,"0,0000","1650,0000","7530,0000"
74114,FUNDO DO EXERCITO,"30740,1100","25168,9100","27155,3300"
74116,COMPANHIA DE DESENV. DO VALE DO SAO FRANCISCO,"-997,0000","3474,8000","1538,0000"
74118,"INST.FED.DE ED.,CIENC.E TEC.DO S.PERNAMBUCANO","137275,4300","592301,8300","1217490,6400"
74119,COMANDO DA MARINHA,"7868,1800","18283,0600","22898,1000"
74121,COMANDO DO EXERCITO,"0,0000","22618,2200","22618,2200"
74122,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"0,0000","69689,6400","34844,8200"
74123,FUNDO NACIONAL DE SAUDE,"6500000,0000","6500000,0000","6500000,0000"
74124,AGENCIA NACIONAL DE MINERACAO,"-600,0000","-600,0000","-600,0000"
74125,FUNDO DO EXERCITO,"-1396,5100","7172,3000","33297,6700"
74127,INSTITUTO NACIONAL DO SEGURO SOCIAL,"21368,4400","21368,4400","21368,4400"
74128,INST. DO PATRIM. HIST. E ARTÍSTICO NACIONAL,"-1,2100","2970,8300","2970,8300"
74129,COMANDO DO EXERCITO,"0,0000","0,0000","1892,6000"
74133,MINISTERIO DO DESENVOLVIMENTO REGIONAL,"-1613539,8000","-1613539,8000","-1613539,8000"
74134,FUNDO DO REGIME GERAL DE PREVIDENCIA SOCIAL,"-13079,3500","-1973,6000","957,7300"
74137,"INST.FED.DE EDUC.,CIENC.E TEC.DA PARAIBA","0,0000","1286,3600","17626,3600"
74138,AGENCIA ESPACIAL BRASILEIRA - AEB,"-29,7700","20726,3000","20726,3000"
74139,FUNDO DO EXERCITO,"0,0000","766,7500","1533,5000"
74140,FUNDACAO NACIONAL DO INDIO,"0,0000","540,0000","540,0000"
74141,COMANDO DO EXERCITO,"-1122,0000","29148,6200","75677,1300"
74142,COMANDO DO EXERCITO,"0,0000","2243,2000","1468,4000"
74143,FUNDACAO OSWALDO CRUZ,"-3465,3900","933,7400","933,7400"
74144,COMANDO DA MARINHA,"0,0000","21447,8000","21117,2000"
74146,COMANDO DO EXERCITO,"0,0000","838,2000","838,2000"
74150,HOSPITAL DE CLINICAS DE PORTO ALEGRE,"921042,9900","901640,7900","970248,8400"
74151,FUNDACAO NACIONAL DO INDIO,"-8124,2500","603,9000","603,9000"
74152,INSTITUTO NACIONAL DO SEGURO SOCIAL,"-700,0000","3904,6900","5203,4900"
74153,FUNDO NACIONAL DE SAUDE,"233990,5000","74263,5600","743543,5900"
74154,DEPARTAMENTO DE POLICIA FEDERAL,"-50,0000","-50,0000","-50,0000"
74156,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,"1315,2000","780,0000","780,0000"
74158,MINISTERIO DA DEFESA,"-9915,4600","10822,5000","13329,4000"
74160,MINISTERIO DA DEFESA,"0,0000","115580,5800","235282,1000"
74162,"INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG","7717,0000","8700,0000","8700,0000"
74164,COMANDO DA AERONAUTICA,"0,0000","3262,8300","3891,6300"
74165,MINISTERIO DAS RELACOES EXTERIORES,"2952,3700","1800,0300","1800,0300"
74166,COMANDO DA AERONAUTICA,"0,0000","8247,0000","8247,0000"
74167,"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS","-130290,2100","195637,3000","380491,5700"
74169,COMPANHIA NACIONAL DE ABASTECIMENTO,"114,0000","114,0000","510,2600"
74171,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"424816,8000","384900,0000","362383,3500"
74172,COMANDO DO EXERCITO,"-750,0000","6634,6000","9898,6000"
74173,MINISTERIO DAS RELACOES EXTERIORES,"0,0000","2517,7100","2517,7100"
74175,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"0,0000","6480,0000","6480,0000"
74176,MINISTERIO DA DEFESA,"0,0000","276524,4600","553048,9200"
74177,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"-13201,6700","5777,7000","5777,7000"
74179,MINISTERIO DA DEFESA,"0,0000","11999,9300","11999,9300"
74180,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"-17072,4100","275,6100","1050,6900"
74181,COMANDO DO EXERCITO,"0,0000","787000,0000","470000,0000"
74182,FUNDO NACIONAL DE SAUDE,"0,0000","12965,4400","85865,4400"
74183,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"1990,1800","8100,5400","8095,3200"
74185,"INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL","53065,8600","4957,6000","4957,6000"
74188,MINISTERIO DA ECONOMIA,"480041,7200","442543,9000","476868,2600"
74189,MINISTERIO DAS RELACOES EXTERIORES,"625730,0200","632116,7300","641973,0600"
74190,FUNDACAO ESCOLA DE ADMINISTRACAO PUBLICA-ENAP,"83360,0000","4980,0000","4980,0000"
74192,MINISTERIO DA CIDADANIA,"-0,0200","3730,1600","3730,1600"
74193,UNIVERSIDADE FEDERAL DA BAHIA,"-7395,0000","-403,9600","-403,9600"
74194,AGENCIA NACIONAL DE AGUAS ± ANA,"18679,1900","22729,1900","11449,1000"
74196,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,"0,0000","887,2900","1010,6400"
74197,INST.NAC.DE TECNOLOGIA DA INFORMACAO-ITI,"0,0000","2212,0500","2212,0500"
74198,MINISTERIO DA ECONOMIA,"162,6900","197,8200","197,8200"
74199,FUNDACAO NACIONAL DO INDIO,"-234,2400","1712,7600","1712,7600"
74200,TRIBUNAL SUPERIOR ELEITORAL,"0,0000","218970,0000","234407,4000"
74201,"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS","0,0000","3321,2600","6973,7500"
74202,DEPARTAMENTO DE POLICIA FEDERAL,"116750,3600","157145,7400","118593,9500"
74204,MINISTERIO DAS RELACOES EXTERIORES,"14843,9200","11470,1800","11470,1800"
74206,FUNDO NACIONAL DE ASSISTENCIA SOCIAL,"-5836,2300","610,3600","930,4000"
74207,FUNDO NACIONAL DE SAUDE,"1238874,6600","605284,4800","1176253,5900"
74210,INST. DO PATRIM. HIST. E ARTÍSTICO NACIONAL,"0,0000","89,6500","152,3400"
74215,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"0,0000","0,0000","1100,0000"
74216,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"-200,0000","-140,0000","-140,0000"
74217,FUNDO DO EXERCITO,"-2563,8800","-2166,3800","-1474,2300"
74218,DEPARTAMENTO DE POLICIA FEDERAL,"-19700,7300","73102,1400","73102,1400"
74220,FUNDO DO EXERCITO,"936,0000","1261,0000","442,0000"
74223,MINISTERIO DAS RELACOES EXTERIORES,"-352,2400","-352,2400","-352,2400"
74224,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG","0,0000","900,7000","900,7000"
74226,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"-3421168,0300","13098685,9500","32118456,9500"
74227,COMANDO DO EXERCITO,"24256,1600","48042,6800","48042,6800"
74228,COMANDO DO EXERCITO,"-1898,0300","0,0000","1489,4200"
74229,"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA","0,0000","438,4900","438,4900"
74230,COMANDO DA MARINHA,"0,0000","4569,3200","4933,6600"
74231,FUNDO DO EXERCITO,"9339,5200","10052,0000","10052,0000"
74233,COMANDO DO EXERCITO,"2325344,8500","2289981,5200","2289981,5200"
74234,FUNDO DO EXERCITO,"0,0000","0,0000","14,0800"
74235,INST.BRAS.DO MEIO AMB.E REC.NAT.RENOVAVEIS,"0,0000","101709,8800","60287,8800"
74236,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"307553,6400","62475,0000","62475,0000"
74237,COMANDO DO EXERCITO,"376700,4300","453677,2700","454903,2000"
74239,FUNDO DO EXERCITO,"0,0000","1657,2600","1657,2600"
74242,COMANDO DA MARINHA,"9018,1100","23683,5600","26604,3300"
74246,FUNDO DO EXERCITO,"-3871,3000","3943,4000","3943,4000"
74247,COMISSAO DE VALORES MOBILIARIOS,"189961,1500","206539,9600","205007,5400"
