,NOME MUNICÍPIO
NOVA PETROPOLIS,2271
CARLOS BARBOSA,2271
LAGOA DE SAO FRANCISCO,2269
VERA,2268
GUAICARA,2267
PRAIA NORTE,2264
CAPIM,2264
PORTO XAVIER,2264
PRIMEIRO DE MAIO,2263
COQUEIRAL,2263
CAMPO GRANDE DO PIAUI,2262
GUAMIRANGA,2261
PEDRO AVELINO,2260
OLHO D'AGUA GRANDE,2257
ALPERCATA,2257
CENTRALINA,2252
AROAZES,2251
SAO LUIZ,2249
CABECEIRAS,2246
SCHROEDER,2246
CALDAS BRANDAO,2246
SERRA NEGRA DO NORTE,2246
SAO ROBERTO,2244
RECREIO,2243
TEREZOPOLIS DE GOIAS,2243
BERNARDINO DE CAMPOS,2243
BREJO DOS SANTOS,2243
FARTURA DO PIAUI,2239
TUMIRITINGA,2238
COCAL DO SUL,2236
ENGENHEIRO NAVARRO,2235
IVOTI,2235
CARIDADE DO PIAUI,2232
SENADOR AMARAL,2231
MONTE ALEGRE DE GOIAS,2231
SAO GONCALO DO PARA,2228
DIVISA ALEGRE,2228
TUFILANDIA,2228
NOVA UBIRATA,2227
CORUPA,2226
SANTA CRUZ DO PIAUI,2224
FRANCISCO BADARO,2223
RIO ACIMA,2223
TOCANTINIA,2220
SAO JOSE DOS RAMOS,2219
JOAQUIM TAVORA,2216
SANTA LUCIA,2216
CORDISBURGO,2213
ALTO JEQUITIBA,2212
BOM JESUS DO ARAGUAIA,2210
CALDEIRAO GRANDE DO PIAUI,2209
ANTONIO DIAS,2206
TABAPORA,2205
TENENTE LAURENTINO CRUZ,2204
SANANDUVA,2203
ARUANA,2203
ALTAMIRA DO MARANHAO,2202
ENCANTADO,2199
MARILANDIA DO SUL,2196
CENTRAL DE MINAS,2196
INDIANOPOLIS,2195
APIACAS,2193
NOVA PORTEIRINHA,2193
VICENTINOPOLIS,2190
ITAUCU,2189
SANTA LUZ,2188
ITAPEJARA D'OESTE,2186
ARAGUAPAZ,2185
ITAPUI,2185
RIBEIRO GONCALVES,2184
EQUADOR,2183
LAJE DO MURIAE,2183
JACARE DOS HOMENS,2182
CACHOEIRA DOURADA,2182
SIMOLANDIA,2182
BARRA DO TURVO,2182
MALTA,2181
CAMPINAS DO PIAUI,2181
LEOPOLDO DE BULHOES,2179
SAO FRANCISCO DO PIAUI,2179
ICHU,2178
TANQUE D'ARCA,2177
POTIRETAMA,2176
SANTA IZABEL DO OESTE,2176
VARZEA BRANCA,2176
CAXINGO,2175
GENERAL SALGADO,2175
TOMBOS,2173
PALMITOS,2172
SERRA DE SAO BENTO,2171
CAATIBA,2170
VALE DO SOL,2170
BELA VISTA DE MINAS,2169
NAZARIO,2169
PALMEIROPOLIS,2169
SAO SEBASTIAO DA AMOREIRA,2167
SANTANA DE PIRAPAMA,2163
NOVO SANTO ANTONIO,2162
SERRA DOS AIMORES,2159
SANTANA DA BOA VISTA,2158
PONTE ALTA DO TOCANTINS,2157
CIDADE GAUCHA,2157
JACUIPE,2154
JOCA MARQUES,2154
OUROESTE,2153
IGARACY,2153
SANTA CRUZ DE MONTE CASTELO,2153
SEBERI,2151
ARROIO DO TIGRE,2150
SAO JOSE DE CAIANA,2150
SANTA MARIA DE ITABIRA,2148
FIGUEIRA,2146
QUELUZ,2143
SUSSUAPARA,2143
RIO DAS FLORES,2141
HERCULANDIA,2140
PORANGABA,2136
GUIMARANIA,2135
PIMENTA,2134
BAIXIO,2132
VALE DO PARAISO,2131
SANTA MARIA MADALENA,2130
CARNAUBA DOS DANTAS,2130
CAPELA DE SANTANA,2127
RIBEIRAO BONITO,2127
SALTO GRANDE,2126
VARGEM ALEGRE,2125
DELFIM MOREIRA,2124
NOVA IBIA,2123
IBIRAMA,2123
DIVINOPOLIS DO TOCANTINS,2122
SAO THOME DAS LETRAS,2122
ARAGUACU,2121
CORONEL EZEQUIEL,2119
ANTONIO OLINTO,2118
JUVENILIA,2116
IBIRACATU,2115
SARAPUI,2115
URUCANIA,2114
CEZARINA,2113
DORES DO RIO PRETO,2110
JUAZEIRO DO PIAUI,2105
IGARATINGA,2100
PATOS DO PIAUI,2097
CAPIM BRANCO,2097
JOSE DA PENHA,2094
JARAMATAIA,2093
DELTA,2093
NAO-ME-TOQUE,2091
NAZARENO,2088
MAMONAS,2088
MISSAL,2087
NOVA PRATA DO IGUACU,2084
LANDRI SALES,2081
MONTADAS,2081
CAMPO ALEGRE DO FIDALGO,2080
CURRAL NOVO DO PIAUI,2080
ALMADINA,2079
GOIOXIM,2078
CONGO,2078
PILOEZINHOS,2078
REDUTO,2077
CAMPO DO TENENTE,2075
CHUPINGUAIA,2074
PARAISO DO NORTE,2072
SAO JOAO DA FRONTEIRA,2071
ITAIPULANDIA,2071
RINCAO,2071
SALTINHO,2069
BERTOLINIA,2068
CRISTAL,2064
BALNEARIO RINCAO,2064
ALTO PARAGUAI,2063
PEDRO OSORIO,2063
ANITA GARIBALDI,2061
PARANAIGUARA,2061
ALTO CAPARAO,2061
AGRICOLANDIA,2060
ACORIZAL,2059
JULIO BORGES,2059
RIOLANDIA,2059
MOEMA,2058
IBIARA,2058
SAO JOSE DO JACURI,2057
ICARAIMA,2054
SAO MIGUEL DO ANTA,2054
CERRO LARGO,2053
SAO JOSE DE UBA,2052
SANTA RITA DE CALDAS,2049
SANTA ROSA DO PURUS,2048
RUBELITA,2044
LAGOA DO SITIO,2044
PORTO DO MANGUE,2041
BODOQUENA,2040
FLORIDA PAULISTA,2039
BOA VENTURA,2037
FREI GASPAR,2035
DOIS IRMAOS DO TOCANTINS,2033
SARDOA,2030
CRISTALANDIA,2030
SAO JOSE DO CERRITO,2030
CHAPADAO DO CEU,2029
PERIQUITO,2029
ALVORADA DO GURGUEIA,2026
BARRA DO CHAPEU,2023
ALVORADA DO SUL,2022
MUNHOZ,2020
DOVERLANDIA,2018
CUTIAS,2017
ITAU,2017
SANTA RITA DO ITUETO,2015
DOM AQUINO,2014
DORES DE CAMPOS,2013
GETULINA,2013
NHANDEARA,2011
URUBICI,2009
JUNCO DO MARANHAO,2009
ITAJU DO COLONIA,2008
MONTES CLAROS DE GOIAS,2005
JUSSARI,2005
FAINA,2005
ERERE,2004
TIRADENTES,2004
SAO JOSE DO CEDRO,2003
SAO LOURENCO DO PIAUI,1999
DAMIAO,1999
CARMO DO RIO VERDE,1995
LASSANCE,1994
COCAL DE TELHA,1994
CAICARA DO NORTE,1993
RIBEIRAO GRANDE,1993
PARAZINHO,1990
NOVO MUNDO,1990
GUARAMIRANGA,1989
CAJOBI,1987
SOBRALIA,1987
JATOBA DO PIAUI,1986
MONTEZUMA,1984
CONCEICAO DO CANINDE,1984
SANTO ANTONIO DE LISBOA,1983
PACAEMBU,1981
PALMEIRA D'OESTE,1979
BENEDITO LEITE,1978
BACURITUBA,1977
SALES OLIVEIRA,1975
SANTO ANTONIO DE GOIAS,1974
COMENDADOR LEVY GASPARIAN,1970
SANTA LUZIA D'OESTE,1969
SAO SEBASTIAO DA GRAMA,1967
AREIOPOLIS,1966
ENCANTO,1965
NAQUE,1963
GONZAGA,1962
INCONFIDENTES,1961
BELO VALE,1960
MANDURI,1960
PIRANGUINHO,1960
CASTANHEIRA,1959
CHUI,1959
SAO DOMINGOS DAS DORES,1958
SANTO ANTONIO DO PINHAL,1956
LAJES PINTADAS,1955
MINISTRO ANDREAZZA,1953
BOA VISTA DA APARECIDA,1953
ARVOREZINHA,1951
SALTO DA DIVISA,1951
MENDES PIMENTEL,1950
LAURO MULLER,1950
PAULICEIA,1949
MARAVILHAS,1947
BALSAMO,1946
MAJOR VIEIRA,1945
COIMBRA,1944
PONTE SERRADA,1944
CIPOTANEA,1943
NEVES PAULISTA,1939
CAPITOLIO,1934
PIRANGI,1934
OLHOS-D'AGUA,1931
RIO NOVO,1929
MACUCO,1925
JAGUARI,1925
CAPITAO GERVASIO OLIVEIRA,1923
ALFREDO WAGNER,1921
ITUETA,1919
URANIA,1918
JERUMENHA,1916
MONSENHOR PAULO,1914
GAVIAO,1914
SANCLERLANDIA,1913
PASSAGEM,1913
BOTUMIRIM,1911
MINADOR DO NEGRAO,1911
GUARIBAS,1911
BERNARDO DO MEARIM,1908
BARRA DO ROCHA,1907
TRES CACHOEIRAS,1907
SAO JOSE DA BELA VISTA,1906
CRISOLITA,1904
ALCANTIL,1902
UCHOA,1900
JENIPAPO DE MINAS,1899
TUNEIRAS DO OESTE,1898
CURRAIS,1898
SERRANIA,1895
ALMINO AFONSO,1894
SENADOR FIRMINO,1893
CORUMBIARA,1893
SAO GERALDO,1892
GRANDES RIOS,1890
NOVA COLINAS,1889
ARROIO DO MEIO,1886
SAO JOAO DO SABUGI,1881
GALILEIA,1880
TOMAZINA,1880
CORONEL JOSE DIAS,1878
SANTA ROSA DO PIAUI,1877
SAO BRAZ DO PIAUI,1877
BENTO FERNANDES,1874
PEDRO REGIS,1874
NOVA MONTE VERDE,1871
SANTA CRUZ DE MINAS,1871
CALIFORNIA,1870
MONTE DO CARMO,1869
CAPARAO,1869
SUCUPIRA DO RIACHAO,1868
NOSSA SENHORA DE NAZARE,1868
BORRAZOPOLIS,1868
SOLIDAO,1868
ALTO TAQUARI,1865
CATURITE,1865
GOIANORTE,1864
JACINTO MACHADO,1862
SAO PEDRO DO IVAI,1862
PRESIDENTE GETULIO,1862
MANOEL EMIDIO,1860
PINHALAO,1858
COSMORAMA,1856
GUARANI,1855
SANTA ROSA DO SUL,1854
SERRARIA,1853
RINOPOLIS,1848
RESERVA DO IGUACU,1848
PEDRO GOMES,1847
CATUTI,1846
CAMBIRA,1844
ENTRE FOLHAS,1842
ITAGUATINS,1839
SIDEROPOLIS,1838
SANTA FE DO ARAGUAIA,1838
GUIRICEMA,1836
SANGAO,1836
QUATIGUA,1835
SAO VICENTE DO SUL,1834
SAO FRANCISCO DE GOIAS,1833
PALMEIRAS DO TOCANTINS,1830
AGUIAR,1830
JUTI,1830
PARAISO,1829
PRADOS,1829
CORUMBAIBA,1829
SEARA,1824
CANHOBA,1823
MINAS DO LEAO,1822
GENERAL CAMARA,1821
AMETISTA DO SUL,1820
SOCORRO DO PIAUI,1820
PALMARES PAULISTA,1820
BOM RETIRO,1819
RIACHO FRIO,1817
HOLAMBRA,1817
INHAUMA,1816
SANTA CRUZ DA VITORIA,1815
COQUEIRO SECO,1815
MONTE CARLO,1813
PATIS,1813
SAO JOAO DO SUL,1813
RAFAEL FERNANDES,1812
ARAUJOS,1811
PALMEIRA DO PIAUI,1811
DOUTOR ULYSSES,1809
HERVAL,1809
IBIRAREMA,1804
TIMBO GRANDE,1804
CRISSIUMAL,1803
ALEGRETE DO PIAUI,1803
TIBAU,1802
PAES LANDIM,1800
NOVA CANTU,1798
PAULO DE FARIA,1798
CONTENDAS DO SINCORA,1796
ITABI,1794
PRATAPOLIS,1791
DARCINOPOLIS,1790
BARROLANDIA,1790
JESUITAS,1789
CEDRO DE SAO JOAO,1788
TORRINHA,1785
RIACHAO DO POCO,1784
BOA VENTURA DE SAO ROQUE,1784
GRAVATAL,1784
SILVEIRAS,1779
PAVUSSU,1778
ARAGUACEMA,1777
DIONISIO,1777
DESTERRO DE ENTRE RIOS,1777
RONDA ALTA,1775
PAI PEDRO,1770
VIEIROPOLIS,1770
JEQUITIBA,1768
SAMBAIBA,1767
MUCURICI,1766
CAMPO ERE,1765
FELICIO DOS SANTOS,1765
ABATIA,1764
NATIVIDADE DA SERRA,1763
BOM JARDIM DE MINAS,1762
DUMONT,1762
CRAVOLANDIA,1762
FERNANDES PINHEIRO,1761
FLORESTAL,1760
PASSA TEMPO,1758
DATAS,1756
VIRGOLANDIA,1756
GAUCHA DO NORTE,1755
BARAO DO TRIUNFO,1752
TUNAS DO PARANA,1750
NOVA TEBAS,1748
CEU AZUL,1747
SANTA RITA DE MINAS,1746
HULHA NEGRA,1746
INIMUTABA,1745
NOVO SAO JOAQUIM,1744
ALIANCA DO TOCANTINS,1743
TAQUARIVAI,1742
SAO GONCALO DO PIAUI,1742
LUIZ ALVES,1741
VERA CRUZ DO OESTE,1740
ESPIRITO SANTO DO DOURADO,1739
BOQUEIRAO DO LEAO,1739
DIVINOPOLIS DE GOIAS,1737
GRANJEIRO,1737
SERRA DO NAVIO,1737
TIROS,1735
CARNEIRINHO,1732
CURRALINHOS,1732
CAMPOS VERDES,1731
PONTAL DO ARAGUAIA,1730
SAPOPEMA,1730
RIO DO PRADO,1729
VERMELHO NOVO,1729
ALFREDO VASCONCELOS,1728
MORADA NOVA DE MINAS,1728
SANTA ISABEL DO IVAI,1726
LAVRINHAS,1726
SEGREDO,1725
FLORES DO PIAUI,1725
SANTA BARBARA DE GOIAS,1724
CABECEIRA GRANDE,1723
ARRAIAL,1723
CABACEIRAS,1723
BELA VISTA DO TOLDO,1722
SERRINHA DOS PINTOS,1715
BRITANIA,1714
LAGOA DO PIAUI,1709
LAGOAO,1709
JURANDA,1708
MACAUBAL,1707
FIRMINO ALVES,1705
GUIDOVAL,1704
SAO JOAO DO MANTENINHA,1702
RIVERSUL,1699
SERAFINA CORREA,1699
JARDIM DO MULATO,1699
CORONEL BICACO,1698
GUARACAI,1697
ITAGUARI,1696
PASSAGEM FRANCA DO PIAUI,1695
RIBEIRA DO PIAUI,1695
ALVARENGA,1694
SANTO CRISTO,1693
ADRIANOPOLIS,1693
AREALVA,1692
COUTO DE MAGALHAES,1692
CRISTAIS PAULISTA,1691
RIO ESPERA,1691
BREJO DO PIAUI,1690
FRANCISCOPOLIS,1689
PALMA,1689
ESTIVA GERBI,1689
SAO JOAO DO TIGRE,1688
JANDAIA,1687
RIO SONO,1687
ITANHANGA,1685
MESSIAS TARGINO,1684
JAMPRUCA,1683
LUIZIANA,1683
SAO PEDRO DOS CRENTES,1682
LAGAMAR,1682
ANAURILANDIA,1679
SANTO ANTONIO DO ARACANGUA,1677
OUVIDOR,1677
PAU D'ARCO DO PIAUI,1676
JANDUIS,1675
IRAI,1668
CAMPO FLORIDO,1666
IPUACU,1666
ARICANDUVA,1666
MAQUINE,1666
ARAPOEMA,1665
DENISE,1665
LAGOA,1664
SANTA MARIA DO SALTO,1662
CAMPO BELO DO SUL,1659
FRONTEIRA DOS VALES,1659
JACUI,1659
CAPITAO ANDRADE,1659
SERRANOPOLIS,1659
SAO BENTO DO TRAIRI,1658
BARBOSA,1657
SEBASTIAO BARROS,1656
SILVANOPOLIS,1656
SANTANA DE MANGUEIRA,1655
SANTO ANTONIO DA ALEGRIA,1654
PEQUIZEIRO,1654
ASSUNCAO,1654
SAO PEDRO DO SUACUI,1653
NOVA EUROPA,1653
SANTA BARBARA DO SUL,1651
BERTOPOLIS,1648
SAPUCAI-MIRIM,1648
IEPE,1647
DOMINGOS MOURAO,1643
INGAZEIRA,1642
SINIMBU,1642
CATINGUEIRA,1641
MARILAC,1639
NOVA TRENTO,1638
COLOMBIA,1638
CASEARA,1638
FRUTUOSO GOMES,1635
MARCOS PARENTE,1631
CONSTANTINA,1631
COIVARAS,1629
DOBRADA,1628
FRANCINOPOLIS,1627
ALTO BOA VISTA,1626
VEREDINHA,1626
JOIA,1626
IRAI DE MINAS,1624
WALL FERRAZ,1623
PAULO FRONTIN,1623
ANHEMBI,1621
SAO JORGE D'OESTE,1620
ITAGUARU,1619
RONDON,1619
TUPASSI,1618
ITACURUBA,1618
RODEIRO,1616
JOVIANIA,1616
PIEDADE DOS GERAIS,1616
PEREIRAS,1613
AMERICANO DO BRASIL,1612
SAO JOAO BATISTA DO GLORIA,1610
FAZENDA NOVA,1610
SANTA EFIGENIA DE MINAS,1610
AMARAL FERRADOR,1609
MATINHAS,1608
VICENTINA,1607
SAO JOAO DA LAGOA,1607
MONTE HOREBE,1607
PIUM,1606
GUATAPARA,1604
ITUMIRIM,1603
LAVRAS DO SUL,1602
PIRACEMA,1601
NOVA LACERDA,1600
ELISEU MARTINS,1600
SAO JOSE DE ESPINHARAS,1599
SENHORA DE OLIVEIRA,1599
PEDRA BELA,1598
SANTA ROSA DE LIMA,1595
LIMEIRA DO OESTE,1593
MORRO CABECA NO TEMPO,1592
SAO JOSE DA BARRA,1592
SAO JOAO DA CANABRAVA,1592
SAO BENTO DO TOCANTINS,1589
RIACHAO DO BACAMARTE,1589
BELA VISTA DO PIAUI,1587
CATURAI,1586
RESTINGA,1585
NORTELANDIA,1584
SAO PEDRO DOS FERROS,1584
SAMPAIO,1584
SANTA RITA DO ARAGUAIA,1584
SAO FELIX DE BALSAS,1578
CAMPINA DO MONTE ALEGRE,1575
ITIRAPUA,1571
ARAGOMINAS,1569
SAO PEDRO DO TURVO,1569
LAJEDAO,1567
COMBINADO,1566
FAXINAL DOS GUEDES,1565
SAO SEBASTIAO DO TOCANTINS,1565
GAMELEIRAS,1565
RODOLFO FERNANDES,1563
FIGUEIROPOLIS,1563
FORMIGUEIRO,1563
BERIZAL,1562
ABADIA DOS DOURADOS,1562
INOCENCIA,1559
SAO ROQUE DE MINAS,1559
PALMEIRANTE,1559
SAO JOAO DA VARJOTA,1556
FRANCISCO ALVES,1554
LONTRAS,1553
TAPERA,1553
SAO VICENTE DE MINAS,1551
GUARACIAMA,1551
DOM MACEDO COSTA,1551
SAO JOSE DO XINGU,1551
ANTONIO PRADO,1550
DOURADO,1549
FRANCISCO AYRES,1548
MARILENA,1548
SANTANA DO RIACHO,1546
MANOEL VIANA,1540
DONA EUSEBIA,1539
ARAPUA,1539
ALTO HORIZONTE,1539
CONFINS,1538
PADRE CARVALHO,1536
PESCARIA BRAVA,1536
SUD MENNUCCI,1534
BARRA D'ALCANTARA,1534
ICEM,1532
NOVA IORQUE,1530
IRAPUA,1529
CAIANA,1529
AGUAS DA PRATA,1528
NOVORIZONTE,1526
SAO NICOLAU,1525
GUARDA-MOR,1525
SELVIRIA,1513
TRIUNFO POTIGUAR,1511
BOM RETIRO DO SUL,1507
IGUATAMA,1506
GLORINHA,1506
CERRITO,1506
SANTANA DA VARGEM,1505
CAMPOS DE JULIO,1505
LAGOA DO BARRO DO PIAUI,1504
PAQUETA,1504
PATROCINIO DO MURIAE,1504
CORONEL DOMINGOS SOARES,1502
ECHAPORA,1502
AGROLANDIA,1500
CAPETINGA,1500
CATUIPE,1498
CUMBE,1498
SAO CARLOS DO IVAI,1497
IBIQUERA,1496
IRANI,1496
BOCAINA DE MINAS,1496
VILA PROPICIO,1495
SAO MIGUEL DAS MISSOES,1492
ESTRELA D'OESTE,1491
CACIMBA DE AREIA,1491
BARRA LONGA,1490
RAFARD,1489
VISTA ALEGRE DO ALTO,1489
ITAPIRAPUA PAULISTA,1488
IBEMA,1488
ENTRE-IJUIS,1488
DIVINO DAS LARANJEIRAS,1488
MORRO REDONDO,1487
CORONEL JOAO PESSOA,1486
SALES,1485
MATERLANDIA,1485
SAO JOSE DO SABUGI,1484
AGUA FRIA DE GOIAS,1483
SABAUDIA,1481
RIO PRETO,1479
POCO DANTAS,1478
ITOBI,1478
FELIZ,1477
ITAVERAVA,1477
VILA BOA,1474
HELIODORA,1474
IJACI,1474
FELIZ DESERTO,1473
JECEABA,1469
CURVELANDIA,1469
SAO MIGUEL DO ALEIXO,1469
DIVINO DE SAO LOURENCO,1468
SAO JOAO DO CAIUA,1467
TARABAI,1467
DORES DO TURVO,1465
INACIOLANDIA,1463
AGUIARNOPOLIS,1462
POUSO ALTO,1461
SEBASTIAO LEAL,1460
VERE,1460
FRUTA DE LEITE,1460
ARCEBURGO,1459
ROSARIO DO IVAI,1459
BREJINHO DE NAZARE,1458
SAO JOAO DO CARIRI,1456
MONTIVIDIU DO NORTE,1455
DUAS ESTRADAS,1454
CAREACU,1454
GUARANTA,1454
CONCEICAO DE IPANEMA,1454
PAULO LOPES,1453
SAO JOSE DA SAFIRA,1452
JABOTI,1451
CORONEL FREITAS,1451
CAJAZEIRINHAS,1451
JANIOPOLIS,1451
JOSE RAYDAN,1450
COCALINHO,1450
FOZ DO JORDAO,1447
LINDOIA,1446
VARGEM GRANDE DO RIO PARDO,1446
CONGONHAS DO NORTE,1445
PEDRA GRANDE,1444
RODEIO,1444
SAO JOSE DA BOA VISTA,1444
BANDEIRA,1443
BARAO DE MONTE ALTO,1442
PRACUUBA,1441
TAIACU,1441
JESUANIA,1440
AIQUARA,1439
SANTO INACIO DO PIAUI,1439
DELFINOPOLIS,1438
PAULISTAS,1438
PAINS,1438
BRAUNAS,1437
FORMOSA DO OESTE,1435
DOM CAVATI,1434
ITACAMBIRA,1434
TUIUTI,1430
CARVALHOS,1429
SAO LUDGERO,1428
SANTANA DO PIAUI,1428
PEROBAL,1427
AMPARO DO SERRA,1427
BARREIRAS DO PIAUI,1426
PALMITINHO,1425
AIURUOCA,1425
SAO JOSE DO GOIABAL,1424
JOANESIA,1424
SAO SEBASTIAO DO OESTE,1423
LAFAIETE COUTINHO,1422
VARJAO DE MINAS,1420
QUINTANA,1419
FRANCISCO DUMONT,1415
BOM JESUS DO AMPARO,1415
MONTE FORMOSO,1413
DIVISA NOVA,1408
SAO LUIZ DO NORTE,1408
SAO JORGE DO PATROCINIO,1407
PINDORAMA DO TOCANTINS,1407
NOVA PALMEIRA,1403
SAO GONCALO DO ABAETE,1403
DIVINA PASTORA,1403
ESTRELA DO NORTE,1402
LIBERDADE,1402
CAMPO AZUL,1400
CLEMENTINA,1400
ESTRELA DO SUL,1397
SAO JOAO DO PACUI,1395
CANA VERDE,1394
HEITORAI,1394
IVATE,1394
SAO FRANCISCO DO OESTE,1394
SERRA AZUL DE MINAS,1393
CAMPO ALEGRE DE GOIAS,1393
ITAMBARACA,1392
QUILOMBO,1391
AGUAS DE SANTA BARBARA,1391
MARQUINHO,1390
SAO TOMAS DE AQUINO,1390
OLIVEDOS,1390
ARAPORA,1389
SAO BENTINHO,1388
CANAVIEIRA,1388
CAICARA DO RIO DO VENTO,1387
SAO FRANCISCO DO GLORIA,1386
CRUCILANDIA,1385
BARCELONA,1385
PONTO CHIQUE,1384
GUAIRACA,1383
SOSSEGO,1383
ROSARIO DA LIMEIRA,1382
CHUVISCA,1380
ERVAL SECO,1380
IBERTIOGA,1380
SERRANOPOLIS DE MINAS,1379
AMAPORA,1378
OLHO-D'AGUA DO BORGES,1378
CANAA,1378
PARDINHO,1376
HUGO NAPOLEAO,1376
VOLTA GRANDE,1376
BANDEIRA DO SUL,1375
LINDOESTE,1374
MIRAVANIA,1372
SANTA CRUZ DE SALINAS,1371
LOGRADOURO,1368
RIO MANSO,1368
ARANDU,1367
CANABRAVA DO NORTE,1364
SENADOR GEORGINO AVELINO,1364
TURVANIA,1363
RESSAQUINHA,1363
SAO JOSE DO PEIXE,1363
SANTA ROSA DO TOCANTINS,1362
CATIGUA,1361
BILAC,1360
SENADOR MODESTINO GONCALVES,1358
BERNARDO SAYAO,1356
SAO PEDRO DA UNIAO,1356
CUPARAQUE,1355
ARIRANHA,1354
PESCADOR,1354
FREI LAGONEGRO,1353
VISTA SERRANA,1352
PARAU,1351
LAMBARI D'OESTE,1350
PIRANGUCU,1348
IRAPURU,1348
APARECIDA DO RIO NEGRO,1348
IPORANGA,1347
PONTE ALTA DO BOM JESUS,1346
LUCRECIA,1344
POCO DE JOSE DE MOURA,1343
MAJOR SALES,1342
BELEM DO PIAUI,1342
VENHA-VER,1342
CABIXI,1340
LAGOINHA,1339
MAR VERMELHO,1338
SAO PEDRO DO IGUACU,1338
XAMBRE,1336
PRATANIA,1336
NOVA BELEM,1336
MAE D'AGUA,1335
GUAIMBE,1334
PRATA DO PIAUI,1332
BARRA DO OURO,1330
LAGUNA CARAPA,1330
ESPIGAO ALTO DO IGUACU,1326
SENTINELA DO SUL,1326
MATRINCHA,1326
MOEDA,1324
FUNILANDIA,1323
CACAULANDIA,1323
PARAISO DO SUL,1322
MALHADA DOS BOIS,1321
PAULA FREITAS,1320
NOVA MODICA,1320
OURO VERDE DE GOIAS,1319
SAO GERALDO DA PIEDADE,1319
SERTAO SANTANA,1318
JOSE GONCALVES DE MINAS,1317
LAJEDINHO,1316
BONFINOPOLIS DE MINAS,1314
BUGRE,1312
ARARICA,1311
DOUTOR CAMARGO,1311
NOVO ACORDO,1311
TELHA,1310
VERA MENDES,1308
CANAS,1306
DORES DE GUANHAES,1304
SAO VALERIO DA NATIVIDADE,1303
CONCEICAO DO PARA,1303
CAPELA NOVA,1300
BOM PRINCIPIO,1299
SAO FRANCISCO DE SALES,1298
DOM JOAQUIM,1297
ITAPIRATINS,1297
NOVA ALIANCA,1295
TACIBA,1294
SANTA ALBERTINA,1291
LAGOA DOS PATOS,1291
ROQUE GONZALES,1290
NOVA SANTA ROSA,1289
SAUDADE DO IGUACU,1286
PINGO-D'AGUA,1285
APIUNA,1284
IACRI,1284
HONORIO SERPA,1283
LUNARDELLI,1281
SANTA RITA DE JACUTINGA,1278
SAO JOSE DO BONFIM,1275
CARAA,1275
CUNHA PORA,1275
TURVOLANDIA,1273
NOVO PLANALTO,1272
MARIA HELENA,1271
SAO FELIPE D'OESTE,1270
CAMPINA DO SIMAO,1270
BRAS PIRES,1269
SAO JOSE DO BARREIRO,1267
RITAPOLIS,1267
UBARANA,1267
SILVIANOPOLIS,1267
VITORINO,1266
AMERICO DE CAMPOS,1266
JURAMENTO,1264
RENASCENCA,1262
SANTANA DO ITARARE,1258
SAO JOSE DOS CORDEIROS,1258
ENEAS MARQUES,1258
BRAUNA,1257
AUGUSTO DE LIMA,1255
IPIRANGA DO NORTE,1253
PEROLA D'OESTE,1250
VICENTE DUTRA,1250
RIANAPOLIS,1249
COUTO DE MAGALHAES DE MINAS,1247
IARAS,1247
SANTO ANTONIO DO ITAMBE,1245
ALVORADA DE MINAS,1243
SAO JOSE DE PRINCESA,1240
NOVA GUARITA,1240
CATOLANDIA,1236
TEIXEIROPOLIS,1236
JOAO COSTA,1236
SANTA CRUZ DOS MILAGRES,1236
SERTANEJA,1235
RECURSOLANDIA,1234
CAMPO NOVO,1233
PAINEIRAS,1233
MUTUNOPOLIS,1232
BERNARDINO BATISTA,1231
TAPARUBA,1230
FAXINAL DO SOTURNO,1229
SOLEDADE DE MINAS,1229
GOIANDIRA,1227
BANNACH,1225
DUERE,1224
GUARANI DAS MISSOES,1224
PALMA SOLA,1224
CARRASCO BONITO,1223
LUMINARIAS,1223
SAO FELIX DE MINAS,1221
MARIANOPOLIS DO TOCANTINS,1221
POLONI,1221
SERRA GRANDE,1220
CAMPANARIO,1220
JOSENOPOLIS,1218
SAO BENTO DO NORTE,1217
CAIUA,1215
RIO BRANCO DO IVAI,1215
COLINAS DO SUL,1214
ALCINOPOLIS,1213
SAO SEBASTIAO DA BELA VISTA,1213
NUPORANGA,1213
GUARANI DE GOIAS,1210
DESCOBERTO,1210
CAMPOS NOVOS PAULISTA,1209
CAMPESTRE DE GOIAS,1208
BRAGANEY,1207
REDENCAO DA SERRA,1206
CAMBARA DO SUL,1204
ARMAZEM,1204
CONCEICAO DO TOCANTINS,1203
LASTRO,1203
BODO,1202
SANTA MARIA DA SERRA,1200
SANTA FE DE MINAS,1199
VARGEM BONITA,1199
BOSSOROCA,1199
ITAUBA,1199
MARACAJA,1197
SABINO,1196
TAQUARACU DE MINAS,1195
ITARUMA,1192
SANTA CRUZ DO ESCALVADO,1191
JAMBEIRO,1191
NOVA BRASILANDIA,1190
TRES FRONTEIRAS,1187
JACI,1186
SANTA RITA DO PARDO,1184
ARACU,1183
TUPARENDI,1183
SAO FERNANDO,1183
LEME DO PRADO,1180
PROGRESSO,1178
IPEUNA,1175
QUINTA DO SOL,1175
RIBEIRAO DO SUL,1174
GURINHATA,1171
SALTO DO ITARARE,1171
MOSSAMEDES,1169
RIO DOS CEDROS,1169
CANITAR,1168
CONDOR,1167
EMAS,1166
GURJAO,1165
CONQUISTA,1165
FERNANDO PEDROZA,1164
DIAMANTE DO NORTE,1163
